temperature_k,pressure_kpa,smiles1,x_alpha_1,x_beta_1,smiles2,x_alpha_2,x_beta_2,doi,source_url,source_dataset,source_point,source_excel_row
593.0,17500.0,CC1=CC=C(C=C1)C,0.03400000000000003,0.196,O,0.966,0.804,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[12, 12]",5214
593.0,19400.0,CC1=CC=C(C=C1)C,0.02900000000000003,0.217,O,0.971,0.783,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[13, 13]",5215
593.0,23000.0,CC1=CC=C(C=C1)C,0.02200000000000002,0.252,O,0.978,0.748,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[14, 14]",5216
603.0,13300.0,CC1=CC=C(C=C1)C,0.003000000000000003,0.03000000000000003,O,0.997,0.97,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[15, 15]",5217
603.0,14100.0,CC1=CC=C(C=C1)C,0.007000000000000006,0.05400000000000005,O,0.993,0.946,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[16, 16]",5218
603.0,15100.0,CC1=CC=C(C=C1)C,0.02100000000000002,0.09399999999999997,O,0.979,0.906,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[17, 17]",5219
603.0,16200.0,CC1=CC=C(C=C1)C,0.02700000000000002,0.13,O,0.973,0.87,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[18, 18]",5220
603.0,18200.0,CC1=CC=C(C=C1)C,0.02000000000000002,0.133,O,0.98,0.867,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[19, 19]",5221
603.0,20200.0,CC1=CC=C(C=C1)C,0.02200000000000002,0.16,O,0.978,0.84,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[20, 20]",5222
603.0,21100.0,CC1=CC=C(C=C1)C,0.01600000000000001,0.162,O,0.984,0.838,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[21, 21]",5223
613.0,16200.0,CC1=CC=C(C=C1)C,0.004000000000000004,0.02300000000000002,O,0.996,0.977,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[22, 22]",5224
613.0,17300.0,CC1=CC=C(C=C1)C,0.02100000000000002,0.07299999999999995,O,0.979,0.927,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[23, 23]",5225
623.0,17200.0,CC1=CC=C(C=C1)C,0.006000000000000005,0.02000000000000002,O,0.994,0.98,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[24, 24]",5226
623.0,19700.0,CC1=CC=C(C=C1)C,0.01900000000000002,0.05600000000000005,O,0.981,0.944,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[0, 1]","[25, 25]",5227
583.0,10000.0,C1CCC2CCCCC2C1,0.001000000000000001,0.04500000000000004,O,0.999,0.955,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[0, 0]",5228
583.0,11300.0,C1CCC2CCCCC2C1,0.002000000000000002,0.112,O,0.998,0.888,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[1, 1]",5229
583.0,13700.0,C1CCC2CCCCC2C1,0.001000000000000001,0.563,O,0.999,0.43700000000000006,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[2, 2]",5230
583.0,15200.0,C1CCC2CCCCC2C1,0.002000000000000002,0.585,O,0.998,0.41500000000000004,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[3, 3]",5231
583.0,20200.0,C1CCC2CCCCC2C1,0.002000000000000002,0.5880000000000001,O,0.998,0.4119999999999999,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[4, 4]",5232
603.0,14200.0,C1CCC2CCCCC2C1,0.004000000000000004,0.08399999999999996,O,0.996,0.916,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[5, 5]",5233
603.0,15200.0,C1CCC2CCCCC2C1,0.005000000000000004,0.178,O,0.995,0.8220000000000001,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[6, 6]",5234
603.0,17200.0,C1CCC2CCCCC2C1,0.003000000000000003,0.295,O,0.997,0.7050000000000001,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[7, 7]",5235
603.0,20200.0,C1CCC2CCCCC2C1,0.002000000000000002,0.485,O,0.998,0.515,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[8, 8]",5236
623.0,18100.0,C1CCC2CCCCC2C1,0.006000000000000005,0.05300000000000005,O,0.994,0.947,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[9, 9]",5237
623.0,20200.0,C1CCC2CCCCC2C1,0.01100000000000001,0.113,O,0.989,0.887,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[10, 10]",5238
623.0,22100.0,C1CCC2CCCCC2C1,0.005000000000000004,0.1919999999999999,O,0.995,0.808,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[11, 11]",5239
623.0,24200.0,C1CCC2CCCCC2C1,0.004000000000000004,0.258,O,0.996,0.742,10.1016/j.jct.2012.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2012.03.001.json,"[4, 5]","[12, 12]",5240
328.15,101.0,CCCCO,0.434,0.02,O,0.5660000000000001,0.98,10.1016/j.jct.2019.03.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2019.03.001.json,"[5, 4]","[0, 0]",5241
298.15,100.0,CC1(C2CCC(O1)(CC2)C)C,0.9521,0.000299999999999967,O,0.047900000000000054,0.9997,10.1016/j.jct.2016.06.010,https://trc.nist.gov/ThermoML/10.1016/j.jct.2016.06.010.json,"[17, 16]","[0, 0]",5242
298.15,100.0,CCCCO,0.4873,0.0187,O,0.5126999999999999,0.9813,10.1016/j.jct.2016.06.010,https://trc.nist.gov/ThermoML/10.1016/j.jct.2016.06.010.json,"[19, 18]","[0, 0]",5243
284.719,101.325,CCCCCCC,0.859,0.3149999999999999,COC(=O)CCCCC(=O)OC,0.14100000000000001,0.685,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[0, 0]",5244
285.728,101.325,CCCCCCC,0.852,0.326,COC(=O)CCCCC(=O)OC,0.14800000000000002,0.6739999999999999,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[1, 1]",5245
288.377,101.325,CCCCCCC,0.8260000000000001,0.36,COC(=O)CCCCC(=O)OC,0.17399999999999993,0.64,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[3, 3]",5246
289.392,101.325,CCCCCCC,0.812,0.376,COC(=O)CCCCC(=O)OC,0.18799999999999994,0.624,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[4, 4]",5247
290.399,101.325,CCCCCCC,0.8009999999999999,0.394,COC(=O)CCCCC(=O)OC,0.19900000000000007,0.606,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[5, 5]",5248
291.167,101.325,CCCCCCC,0.787,0.407,COC(=O)CCCCC(=O)OC,0.21299999999999997,0.593,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[6, 6]",5249
291.787,101.325,CCCCCCC,0.776,0.425,COC(=O)CCCCC(=O)OC,0.22399999999999998,0.575,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[7, 7]",5250
292.363,101.325,CCCCCCC,0.762,0.4399999999999999,COC(=O)CCCCC(=O)OC,0.238,0.56,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[8, 8]",5251
292.775,101.325,CCCCCCC,0.751,0.452,COC(=O)CCCCC(=O)OC,0.249,0.548,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[9, 9]",5252
293.077,101.325,CCCCCCC,0.74,0.465,COC(=O)CCCCC(=O)OC,0.26,0.5349999999999999,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[10, 10]",5253
293.443,101.325,CCCCCCC,0.725,0.483,COC(=O)CCCCC(=O)OC,0.275,0.517,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[12, 12]",5254
293.601,101.325,CCCCCCC,0.716,0.493,COC(=O)CCCCC(=O)OC,0.28400000000000003,0.507,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[13, 13]",5255
293.753,101.325,CCCCCCC,0.7050000000000001,0.5,COC(=O)CCCCC(=O)OC,0.29499999999999993,0.5,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[14, 14]",5256
293.838,101.325,CCCCCCC,0.7,0.509,COC(=O)CCCCC(=O)OC,0.30000000000000004,0.491,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[15, 15]",5257
293.902,101.325,CCCCCCC,0.694,0.513,COC(=O)CCCCC(=O)OC,0.30600000000000005,0.487,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[16, 16]",5258
293.963,101.325,CCCCCCC,0.687,0.521,COC(=O)CCCCC(=O)OC,0.31299999999999994,0.479,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[17, 17]",5259
294.013,101.325,CCCCCCC,0.6839999999999999,0.525,COC(=O)CCCCC(=O)OC,0.31600000000000006,0.475,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[18, 18]",5260
294.044,101.325,CCCCCCC,0.679,0.53,COC(=O)CCCCC(=O)OC,0.32099999999999995,0.47,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[19, 19]",5261
294.073,101.325,CCCCCCC,0.6739999999999999,0.534,COC(=O)CCCCC(=O)OC,0.32600000000000007,0.46599999999999997,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[20, 20]",5262
294.092,101.325,CCCCCCC,0.6719999999999999,0.538,COC(=O)CCCCC(=O)OC,0.32800000000000007,0.46199999999999997,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[21, 21]",5263
294.114,101.325,CCCCCCC,0.669,0.5409999999999999,COC(=O)CCCCC(=O)OC,0.33099999999999996,0.4590000000000001,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[22, 22]",5264
294.131,101.325,CCCCCCC,0.667,0.5449999999999999,COC(=O)CCCCC(=O)OC,0.33299999999999996,0.45500000000000007,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[23, 23]",5265
294.149,101.325,CCCCCCC,0.6619999999999999,0.5489999999999999,COC(=O)CCCCC(=O)OC,0.3380000000000001,0.45100000000000007,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[24, 24]",5266
294.169,101.325,CCCCCCC,0.657,0.554,COC(=O)CCCCC(=O)OC,0.34299999999999997,0.44599999999999995,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[25, 25]",5267
294.184,101.325,CCCCCCC,0.652,0.5609999999999999,COC(=O)CCCCC(=O)OC,0.348,0.43900000000000006,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[26, 26]",5268
294.194,101.325,CCCCCCC,0.645,0.565,COC(=O)CCCCC(=O)OC,0.355,0.43500000000000005,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[27, 27]",5269
294.202,101.325,CCCCCCC,0.643,0.567,COC(=O)CCCCC(=O)OC,0.357,0.43300000000000005,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[28, 28]",5270
294.208,101.325,CCCCCCC,0.641,0.5700000000000001,COC(=O)CCCCC(=O)OC,0.359,0.42999999999999994,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[29, 29]",5271
294.211,101.325,CCCCCCC,0.638,0.5740000000000001,COC(=O)CCCCC(=O)OC,0.362,0.42599999999999993,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[30, 30]",5272
294.213,101.325,CCCCCCC,0.636,0.5760000000000001,COC(=O)CCCCC(=O)OC,0.364,0.42399999999999993,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[31, 31]",5273
294.216,101.325,CCCCCCC,0.631,0.579,COC(=O)CCCCC(=O)OC,0.369,0.42100000000000004,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[4, 5]","[32, 32]",5274
280.112,101.325,CCCCCC,0.883,0.362,COC(=O)CCCCC(=O)OC,0.11699999999999999,0.638,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[0, 0]",5275
281.298,101.325,CCCCCC,0.874,0.378,COC(=O)CCCCC(=O)OC,0.126,0.622,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[1, 1]",5276
282.449,101.325,CCCCCC,0.864,0.391,COC(=O)CCCCC(=O)OC,0.136,0.609,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[2, 2]",5277
283.434,101.325,CCCCCC,0.856,0.404,COC(=O)CCCCC(=O)OC,0.14400000000000002,0.596,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[3, 3]",5278
284.442,101.325,CCCCCC,0.844,0.421,COC(=O)CCCCC(=O)OC,0.15600000000000003,0.579,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[4, 4]",5279
285.498,101.325,CCCCCC,0.832,0.4409999999999999,COC(=O)CCCCC(=O)OC,0.16800000000000004,0.5590000000000002,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[5, 5]",5280
286.306,101.325,CCCCCC,0.8180000000000001,0.457,COC(=O)CCCCC(=O)OC,0.18199999999999994,0.5429999999999999,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[6, 6]",5281
286.928,101.325,CCCCCC,0.8049999999999999,0.471,COC(=O)CCCCC(=O)OC,0.19500000000000006,0.529,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[7, 7]",5282
287.514,101.325,CCCCCC,0.794,0.488,COC(=O)CCCCC(=O)OC,0.20599999999999996,0.512,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[8, 8]",5283
287.875,101.325,CCCCCC,0.784,0.5,COC(=O)CCCCC(=O)OC,0.21599999999999997,0.5,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[9, 9]",5284
288.178,101.325,CCCCCC,0.775,0.514,COC(=O)CCCCC(=O)OC,0.22499999999999998,0.486,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[10, 10]",5285
288.381,101.325,CCCCCC,0.766,0.524,COC(=O)CCCCC(=O)OC,0.23399999999999999,0.476,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[11, 11]",5286
288.535,101.325,CCCCCC,0.759,0.532,COC(=O)CCCCC(=O)OC,0.241,0.46799999999999997,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[12, 12]",5287
288.682,101.325,CCCCCC,0.752,0.5409999999999999,COC(=O)CCCCC(=O)OC,0.248,0.4590000000000001,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[13, 13]",5288
288.821,101.325,CCCCCC,0.743,0.5509999999999999,COC(=O)CCCCC(=O)OC,0.257,0.44900000000000007,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[14, 14]",5289
288.886,101.325,CCCCCC,0.737,0.558,COC(=O)CCCCC(=O)OC,0.263,0.44199999999999995,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[15, 15]",5290
288.949,101.325,CCCCCC,0.734,0.562,COC(=O)CCCCC(=O)OC,0.266,0.43799999999999994,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[16, 16]",5291
288.996,101.325,CCCCCC,0.728,0.5660000000000001,COC(=O)CCCCC(=O)OC,0.272,0.43399999999999994,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[17, 17]",5292
289.05,101.325,CCCCCC,0.721,0.5720000000000001,COC(=O)CCCCC(=O)OC,0.279,0.42799999999999994,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[18, 18]",5293
289.08,101.325,CCCCCC,0.719,0.5740000000000001,COC(=O)CCCCC(=O)OC,0.281,0.42599999999999993,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[19, 19]",5294
289.11,101.325,CCCCCC,0.714,0.581,COC(=O)CCCCC(=O)OC,0.28600000000000003,0.41900000000000004,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[20, 20]",5295
289.129,101.325,CCCCCC,0.71,0.5840000000000001,COC(=O)CCCCC(=O)OC,0.29000000000000004,0.4159999999999999,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[21, 21]",5296
289.148,101.325,CCCCCC,0.7070000000000001,0.5860000000000001,COC(=O)CCCCC(=O)OC,0.2929999999999999,0.4139999999999999,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[22, 22]",5297
289.167,101.325,CCCCCC,0.7070000000000001,0.589,COC(=O)CCCCC(=O)OC,0.2929999999999999,0.41100000000000003,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[23, 23]",5298
289.185,101.325,CCCCCC,0.7010000000000001,0.596,COC(=O)CCCCC(=O)OC,0.29899999999999993,0.404,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[24, 24]",5299
289.202,101.325,CCCCCC,0.694,0.601,COC(=O)CCCCC(=O)OC,0.30600000000000005,0.399,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[25, 25]",5300
289.213,101.325,CCCCCC,0.694,0.603,COC(=O)CCCCC(=O)OC,0.30600000000000005,0.397,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[26, 26]",5301
289.225,101.325,CCCCCC,0.688,0.612,COC(=O)CCCCC(=O)OC,0.31200000000000006,0.388,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[27, 27]",5302
289.229,101.325,CCCCCC,0.6839999999999999,0.613,COC(=O)CCCCC(=O)OC,0.31600000000000006,0.387,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[28, 28]",5303
289.235,101.325,CCCCCC,0.681,0.617,COC(=O)CCCCC(=O)OC,0.31899999999999995,0.383,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[29, 29]",5304
289.244,101.325,CCCCCC,0.679,0.622,COC(=O)CCCCC(=O)OC,0.32099999999999995,0.378,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[30, 30]",5305
289.246,101.325,CCCCCC,0.6719999999999999,0.627,COC(=O)CCCCC(=O)OC,0.32800000000000007,0.373,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[31, 31]",5306
289.247,101.325,CCCCCC,0.675,0.625,COC(=O)CCCCC(=O)OC,0.32499999999999996,0.375,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[32, 32]",5307
289.248,101.325,CCCCCC,0.6699999999999999,0.631,COC(=O)CCCCC(=O)OC,0.33000000000000007,0.369,10.1016/j.jct.2011.12.024,https://trc.nist.gov/ThermoML/10.1016/j.jct.2011.12.024.json,"[9, 10]","[33, 33]",5308
298.2,101.3,CC(C)CC(=O)O,0.5015,0.01070000000000004,O,0.49850000000000005,0.9893,10.1016/j.jct.2015.07.035,https://trc.nist.gov/ThermoML/10.1016/j.jct.2015.07.035.json,"[23, 22]","[0, 0]",5309
298.2,101.3,c1ccc(COCc2ccccc2)cc1,0.0003999999999999559,0.9368,O,0.9996,0.06320000000000003,10.1016/j.jct.2015.07.035,https://trc.nist.gov/ThermoML/10.1016/j.jct.2015.07.035.json,"[25, 26]","[0, 0]",5310
298.2,101.3,CC(O)c1ccccc1,0.004099999999999993,0.7628,O,0.9959,0.23719999999999997,10.1016/j.jct.2015.07.035,https://trc.nist.gov/ThermoML/10.1016/j.jct.2015.07.035.json,"[27, 28]","[1, 1]",5311
298.2,101.3,C1CCC(CC1)O,0.006099999999999994,0.5937,O,0.9939,0.4063,10.1016/j.jct.2015.07.035,https://trc.nist.gov/ThermoML/10.1016/j.jct.2015.07.035.json,"[29, 30]","[0, 0]",5312
298.2,101.3,CCCCCCCCCCO,0.000199999999999978,0.8216,O,0.9998,0.1784,10.1016/j.jct.2015.07.035,https://trc.nist.gov/ThermoML/10.1016/j.jct.2015.07.035.json,"[31, 32]","[1, 1]",5313
282.02,101.3,CCCCC,0.9956,0.03480000000000005,Cn1ccnc1,0.0043999999999999595,0.9652,10.1016/j.fluid.2005.09.021,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.09.021.json,"[0, 1]","[0, 0]",5314
282.95,101.3,CCCCC,0.9956,0.03569999999999995,Cn1ccnc1,0.0043999999999999595,0.9643,10.1016/j.fluid.2005.09.021,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.09.021.json,"[0, 1]","[1, 1]",5315
285.45,101.3,CCCCC,0.9954,0.03790000000000004,Cn1ccnc1,0.0046000000000000485,0.9621,10.1016/j.fluid.2005.09.021,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.09.021.json,"[0, 1]","[2, 2]",5316
291.8,101.3,CCCCC,0.995,0.04300000000000004,Cn1ccnc1,0.0050000000000000044,0.957,10.1016/j.fluid.2005.09.021,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.09.021.json,"[0, 1]","[3, 3]",5317
292.25,101.3,CCCCC,0.9949,0.04359999999999997,Cn1ccnc1,0.005099999999999993,0.9564,10.1016/j.fluid.2005.09.021,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.09.021.json,"[0, 1]","[4, 4]",5318
296.89,101.3,CCCCC,0.9945,0.0484,Cn1ccnc1,0.005499999999999949,0.9516,10.1016/j.fluid.2005.09.021,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.09.021.json,"[0, 1]","[5, 5]",5319
299.56,101.3,CCCCC,0.9943,0.05120000000000002,Cn1ccnc1,0.005700000000000038,0.9488,10.1016/j.fluid.2005.09.021,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.09.021.json,"[0, 1]","[6, 6]",5320
300.41,101.3,CCCCC,0.9941,0.05249999999999999,Cn1ccnc1,0.005900000000000016,0.9475,10.1016/j.fluid.2005.09.021,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.09.021.json,"[0, 1]","[7, 7]",5321
302.95,101.3,CCCCC,0.9938,0.05659999999999998,Cn1ccnc1,0.006199999999999983,0.9434,10.1016/j.fluid.2005.09.021,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.09.021.json,"[0, 1]","[8, 8]",5322
306.55,101.3,CCCCC,0.9931,0.06269999999999998,Cn1ccnc1,0.006900000000000017,0.9373,10.1016/j.fluid.2005.09.021,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2005.09.021.json,"[0, 1]","[9, 9]",5323
