old,new,sha256_before
results/paper/vle/generalization/temperature_high/sources.json,results/benchmarks/vle/generalization/temperature_high/sources.json,29018dabc94043dad8551a1495b0b135f856d0528d73f4d53064aef21a87a40a
results/paper/vle/generalization/temperature_low/historical_v1_metrics.csv,results/benchmarks/vle/generalization/temperature_low/historical_v1_metrics.csv,e2636bf68d3289f0908846dbac56ed8541d7ff14f7758873d17007aea28d2f2b
results/paper/vle/generalization/temperature_low/historical_v1_metrics.md,results/benchmarks/vle/generalization/temperature_low/historical_v1_metrics.md,5d402fa754eb382047640c445fa0f1ca658cd19f30ce9b4431f0ff8c14f35ba3
results/paper/vle/generalization/temperature_low/README.md,results/benchmarks/vle/generalization/temperature_low/README.md,4e84129194f1e8cf0343c67bae811de273ff7b545772ccee68cf318aff163911
results/paper/vle/generalization/temperature_low/sources.json,results/benchmarks/vle/generalization/temperature_low/sources.json,f0b7d1bca27cfa6ffd29c6dcaa9d1535d76ec0223a28d17133cc48847e3911b4
results/paper/vle/generalization/unseen_component/historical_v1_metrics.csv,results/benchmarks/vle/generalization/unseen_component/historical_v1_metrics.csv,bb9877821872e737fe67024a852755b95ffaf71897a9901e912392408ca34db3
results/paper/vle/generalization/unseen_component/historical_v1_metrics.md,results/benchmarks/vle/generalization/unseen_component/historical_v1_metrics.md,459710c6810748935ce30e405fce004967544206159bb80bd865b0b701bd4242
results/paper/vle/generalization/unseen_component/README.md,results/benchmarks/vle/generalization/unseen_component/README.md,926d568599c3a4f697593d475141b30ddf2f9c090ba6f10337b35f42a87385f1
results/paper/vle/generalization/unseen_component/sources.json,results/benchmarks/vle/generalization/unseen_component/sources.json,a244ab8e6f65e2095a7fbe80ca07024e742b6df5fd1641106e174f391b134573
results/paper/vle/interpretability/context_exploratory/README.md,results/benchmarks/vle/interpretability/context_exploratory/README.md,95f0be092e81f2d1d9fb6d33f0c94ad810791971b9aa53ddd51609ceada3df2f
results/paper/vle/interpretability/context_exploratory/sources.json,results/benchmarks/vle/interpretability/context_exploratory/sources.json,866451b16d4f01bd0e57246fba55c8819f12fb783db9a9503617fd52ec28bea2
results/paper/vle/interpretability/manuscript/README.md,results/benchmarks/vle/interpretability/molecular_interactions/README.md,6ee2c05f6506e368881f3b05c7c638256bfa9161ddd0afff7d02c63505d38e04
results/paper/vle/interpretability/manuscript/sources.json,results/benchmarks/vle/interpretability/molecular_interactions/sources.json,7fccb51bbc2ef8bc4a3046f7560d94cc8572b5b1093554d5802b198f88590a28
results/paper/vle/prediction/binary/historical_v1_metrics.csv,results/benchmarks/vle/prediction/binary/historical_v1_metrics.csv,e762eac9237e002164b3dfd071e955f4c6da1529bf68c995c6010baf22e45fc6
results/paper/vle/prediction/binary/historical_v1_metrics.md,results/benchmarks/vle/prediction/binary/historical_v1_metrics.md,8418dd6853c4a3edef002f017214e6e52ca3bb0738b2f5ca36c6ae7bb8e8811d
results/paper/vle/prediction/binary/README.md,results/benchmarks/vle/prediction/binary/README.md,96925a6362ca5784998d3f71ff439f2213e8f9a6614f542d4c6e68d52e80d7e4
results/paper/vle/prediction/binary/sources.json,results/benchmarks/vle/prediction/binary/sources.json,aec1025936b248345c4030602392ebe6cad8130b6484137635a88ee8f8f0e43c
results/paper/vle/prediction/mixed/historical_v1_metrics.csv,results/benchmarks/vle/prediction/mixed/historical_v1_metrics.csv,d42b573a809a6acd258efa2cccb7f67ee3fc0f20e617ac322309d466b72872f9
results/paper/vle/prediction/mixed/historical_v1_metrics.md,results/benchmarks/vle/prediction/mixed/historical_v1_metrics.md,ff3a71e4c064c29ef620b8207e0b3ac12c0655449ae5615fd7e83e8f8d0050cd
results/paper/vle/prediction/mixed/README.md,results/benchmarks/vle/prediction/mixed/README.md,3b6ec15484d15b9c27b6bf27e7c68d418808a562c1c7050a5884f97f74d9e19c
results/paper/vle/prediction/mixed/sources.json,results/benchmarks/vle/prediction/mixed/sources.json,bd49bdb64c55ab7e8028185f91292dab39631a5260fa81ba3097e249ae0ed617
results/paper/vle/prediction/ternary/historical_v1_metrics.csv,results/benchmarks/vle/prediction/ternary/historical_v1_metrics.csv,3abb052395e66491b8b54a61759b98dd8de450db9aa356a6b8ceaa534ec68fec
results/paper/vle/prediction/ternary/historical_v1_metrics.md,results/benchmarks/vle/prediction/ternary/historical_v1_metrics.md,0354ab762f9518ebc178c8ba2c6525904c08f34d886f53ea48e53aab8d6e420c
results/paper/vle/prediction/ternary/README.md,results/benchmarks/vle/prediction/ternary/README.md,30014aa5105943bfdb4cac3d6da6d43d6c1ca03d90bdc882442b4cd98a425e17
results/paper/vle/prediction/ternary/sources.json,results/benchmarks/vle/prediction/ternary/sources.json,6a452054903018b771dd89e3aec91d11e227d445b797b627437d2136b7445ef1
docs/paper_reproduction/backend_help_checks.json,docs/reproducibility/backend_help_checks.json,2afdf36bd346753fab5d591d8a325836b913ac610d9f03757d466c38ea11a97f
docs/paper_reproduction/directory_tree.txt,docs/reproducibility/directory_tree.txt,54de6deb58492d66a5cb9fd5f6d45afeeac9df252c11010ddb14686ff6000088
docs/paper_reproduction/duplicate_audit.json,docs/reproducibility/duplicate_audit.json,16d9710b3391a3d1d08a09f7c320568b5c8f93ac317478c7f024aed9bd640c5f
docs/paper_reproduction/experiment_map.md,docs/reproducibility/experiment_map.md,893bddf79d585ef8379ad22dc0c1346a3ccdda2d09b50fc6b0803529c822c696
docs/paper_reproduction/file_mapping.csv,docs/reproducibility/file_mapping.csv,40a33a927aa1ec621559dc9384a416d073def936d720f554b3ae389bc851b78d
docs/paper_reproduction/migration.md,docs/reproducibility/migration.md,a6703877c96688ee0985af2556030c691e1c40f6b16433466bf9c83a439cfe6d
docs/paper_reproduction/mismatches.md,docs/reproducibility/mismatches.md,0a9ffc52aeb66c1b6232fe185d0cedc4a8eaaa8780649c892e4f9f5eecc12325
docs/paper_reproduction/missing_artifact_sources.json,docs/reproducibility/missing_artifact_sources.json,8f66dd992bc54cb75a2dc7b5e18f307171773a71e649e2f9c630dc71f49af839
docs/paper_reproduction/paper_files_tree.txt,docs/reproducibility/workflow_files_tree.txt,4a0dfc0b285481315611afc74d11ece1c4dc8c8f1c681074c816be3d77010c5d
docs/paper_reproduction/protected_files_before.json,docs/reproducibility/protected_files_before.json,e37ff03931f394924a6dd4b9a73bf142cd74beaec20ddd8ba5442ef88acdbd17
docs/paper_reproduction/README.md,docs/reproducibility/README.md,19808886980b5bfb7cb91b5548885ee86298567f6dbb3e059a8ed6207f3449cc
docs/paper_reproduction/repository_files.txt,docs/reproducibility/repository_files.txt,fbe3ebb2fb58f37abd50163d7d2cab61ca6f603708736622f2c3cbeda01d3d81
docs/paper_reproduction/reproduction_commands.json,docs/reproducibility/reproduction_commands.json,035ed2f89fc51dcbbe6470322de772e82240420031201f99c5fe2d6075c83ecb
docs/paper_reproduction/test_results.txt,docs/reproducibility/test_results.txt,bbca41082937036b2b29cef04846ce7a11df386ba914132321e72bd73cbf917a
docs/paper_reproduction/verification.json,docs/reproducibility/verification.json,21eef7c910d12ff97e1b01dd449370c0392fd15695e5f2dcd169373b5c143c3b
PAPER_REPRODUCTION.md,RESEARCH_GUIDE.md,0d037276583f6061193eb28ed7287c777df50b4b5d1060e2319ed4a59e4942c6
tests/test_paper_registry.py,tests/test_benchmark_registry.py,053af706b7d5ca7d75032baec7a0a2c588c6acd00be7338d1ffcede0b0357d10
scripts/run_paper_experiment.py,scripts/run_registered_experiment.py,56ef6e535300b6d96dc23eb1a415593fbd5df8fa890078c2f4414140b5d1aaa3
scripts/run_paper_suite.py,scripts/run_registered_suite.py,f200bd94df6933b4ac23da949bf845f9de4f106feb4760ec7420d26e8a24ca6e
src/paper_runner.py,src/experiment_runner.py,6d98e2c612c24b698a00b3626f09a048a033e472819d87889a8471a3c7f3c3eb
src/paper_protocols.py,src/experiment_protocols.py,59e33e104f235e2131b3f4658a4c20149b0c5e14e69b1150e7a4fba04a503523
tests/test_paper_runner.py,tests/test_registered_runner.py,4dcf40956d9f4309175511171d34247981b80e3fd1f59e46fde752c27e938b9d
docs/paper_code_map.md,docs/experiment_code_map.md,9281bf261a4e918b84f83b7ec492016739898b271bb04aa98dff8b74353f997f
archive/reference_code/tests/test_early_paper_outputs.py,archive/reference_code/tests/test_early_experiment_outputs.py,44774af2f6ee131197edc41a2b345cffa3de6298e5059c7f15a1c55763147bf4
archive/reference_code/reporting/early_paper_outputs.py,archive/reference_code/reporting/early_experiment_outputs.py,74f7a44e29e2eb295b3ac2111de0fa66a7f3b37bc11a6a6bf415456cbc97fe63
archive/reference_code/reporting/build_early_paper_outputs.py,archive/reference_code/reporting/build_early_experiment_outputs.py,71f067b6b4115016ddf7d490e2a9586ac3f19ddc3398cc2e5c4fea72b4cea798
archive/reference_code/experiment_records/paper/README.md,archive/reference_code/experiment_records/experiment_navigation/README.md,bc99acb4f01cbeddb2af9a4997edbbf4684a9fb392fa31db0d7172e0099157e7

